LA_Name,LSOA_Code,LA_Code,Service_users_LSOA,GP_PT_walk_mins,GP_PT_15mins_perc
Burnley,E01024903,E07000117,489.919937133789,17.4780081492926,0
Burnley,E01024904,E07000117,731.830619812012,8.06544437200153,100
Burnley,E01024905,E07000117,510.248565673828,18.6881674876263,0
Burnley,E01024906,E07000117,813.145133972168,3.75081250498203,100
Burnley,E01024907,E07000117,588.513793945313,16.0981347972786,17.271155938317
Burnley,E01024908,E07000117,566.152297973633,14.6839676057842,40.3949715385592
Burnley,E01024909,E07000117,717.600570678711,15.7964589685465,20.3966001931035
Burnley,E01024910,E07000117,646.450370788574,15.9728619059479,40.880503025892
Burnley,E01024911,E07000117,816.19441986084,8.49313823150709,100
Burnley,E01024912,E07000117,593.595962524414,11.8386988613533,100
Burnley,E01024913,E07000117,512.281440734863,13.0351981582168,100
Burnley,E01024914,E07000117,625.105308532715,10.0698536013206,100
Chorley,E01024915,E07000118,1076.01448822021,6.93918832639692,100
Chorley,E01024916,E07000118,811.76953125,9.21566893503448,65.2413787425474
Chorley,E01024917,E07000118,865.514251708984,11.9636222994309,85.2522644428187
Chorley,E01024918,E07000118,850.958374023438,9.34464476464378,83.2894727782081
Chorley,E01024919,E07000118,1246.20616149902,14.3000268578593,46.361186779205
Chorley,E01024920,E07000118,1030.10752105713,17.6081628741639,0
Chorley,E01024921,E07000118,959.567565917969,22.2236988957546,0
Chorley,E01024922,E07000118,657.253379821777,12.1528277900921,79.2163546447045
Chorley,E01024923,E07000118,585.593734741211,26.0795227844183,0
Chorley,E01024924,E07000118,671.809257507324,22.155800066329,0
Chorley,E01024925,E07000118,852.078079223633,10.4063731375256,100
Chorley,E01024926,E07000118,956.208526611328,13.4071078637572,78.5714287993942
Chorley,E01024927,E07000118,819.607315063477,14.1305192606567,55.1912567695611
Chorley,E01024928,E07000118,734.511444091797,5.72219502078231,100
Chorley,E01024929,E07000118,610.22673034668,7.55447710716305,100
Chorley,E01024930,E07000118,708.758758544922,4.11153244061242,100
Chorley,E01024931,E07000118,745.708267211914,8.56057068844116,100
Chorley,E01024932,E07000118,466.907432556152,13.4741248829547,100
Chorley,E01024933,E07000118,704.280044555664,12.1635930061354,83.1478527991897
Chorley,E01024934,E07000118,695.322578430176,5.882431555648,100
Chorley,E01024935,E07000118,702.040679931641,12.1917701783282,100
Chorley,E01024936,E07000118,844.240295410156,2.86205570715173,100
Chorley,E01024937,E07000118,714.357177734375,12.168526414475,75.7053298232027
Chorley,E01024938,E07000118,782.657775878906,17.6737482689394,0
Chorley,E01024939,E07000118,784.897125244141,16.985805499469,32.5249638319301
Chorley,E01024940,E07000118,952.849456787109,6.63936533566477,100
Chorley,E01024941,E07000118,830.80411529541,10.7250673520891,100
Chorley,E01024942,E07000118,872.232345581055,14.5832989866441,67.1373559703414
Chorley,E01024943,E07000118,1059.21928405762,16.2010252749872,48.9429166445479
Chorley,E01024944,E07000118,712.117786407471,19.5644337259204,0
